,active_05,dead_05,symptoms_median,symptoms_05,symptoms_75,active_25,immune_median,hospitalized_05,icu_25,hospitalized_75,infectious_05,active_75,date,hospitalized_median,hospitalized_25,infectious_25,active_95,dead_median,infectious_median,active_median,infectious_75,immune_05,immune_25,dead_95,symptoms_95,icu_05,infectious_95,dead_75,icu_95,icu_median,dead_25,icu_75,immune_75,immune_95,hospitalized_95,symptoms_25
87,1291.6999999999998,88.0,6589.0,4481.45,8021.5,1762.75,11524.0,5.95,3.0,20.25,2.95,2642.25,2020-06-07,13.0,9.0,12.0,3935.2,118.5,29.5,2086.5,75.75,7980.85,9845.0,165.04999999999998,11987.849999999999,1.0,265.15,141.5,12.0,4.0,101.75,6.25,13169.5,18160.4,40.0,5620.75
88,1288.2,88.0,6590.0,4482.450000000001,8027.75,1743.75,11525.5,5.0,2.75,20.0,2.9000000000000004,2612.5,2020-06-08,13.0,9.0,13.0,3917.0999999999995,119.0,28.5,2068.0,78.25,7999.25,9847.75,166.05,12007.25,1.0,250.14999999999998,142.25,11.049999999999997,4.0,102.0,6.25,13185.25,18173.899999999998,38.0,5622.75
89,1284.6000000000001,88.0,6590.5,4482.5,8036.75,1723.5,11528.5,5.0,3.0,19.0,3.0,2593.25,2020-06-09,13.0,9.0,12.75,3899.9500000000003,119.0,26.5,2057.5,72.5,8014.7,9850.0,166.05,12025.0,1.0,246.1,142.25,12.0,4.0,102.0,6.0,13202.5,18236.1,36.05,5623.0
90,1280.6999999999998,88.0,6592.5,4482.650000000001,8042.0,1709.75,11530.0,5.0,2.75,18.25,2.95,2578.5,2020-06-10,12.0,8.0,10.75,3881.05,119.5,25.0,2043.5,62.5,8023.400000000001,9852.5,166.1,12044.3,1.0,247.0,144.0,11.049999999999997,4.0,102.75,6.0,13233.0,18292.049999999996,37.099999999999994,5624.0
91,1273.95,88.0,6593.0,4482.8,8052.5,1691.5,11533.0,5.0,2.0,17.25,2.95,2554.75,2020-06-11,11.5,8.0,9.75,3865.5,119.5,23.5,2036.0,55.75,8045.4,9856.75,167.05,12066.249999999998,1.0,233.29999999999995,144.0,11.049999999999997,4.0,102.75,6.0,13259.75,18342.85,36.05,5625.75
92,1272.05,88.0,6593.5,4482.900000000001,8061.75,1676.25,11535.5,5.0,2.0,18.0,1.9500000000000002,2547.0,2020-06-12,12.0,7.75,9.75,3851.1,120.0,23.5,2026.0,54.5,8051.150000000001,9858.25,168.0,12083.449999999999,1.0,229.54999999999995,144.0,10.049999999999997,4.0,102.75,6.0,13278.5,18395.75,34.05,5626.0
93,1272.0,88.0,6594.0,4484.0,8067.75,1671.25,11538.0,5.0,2.0,17.0,1.0,2537.75,2020-06-13,11.5,7.75,7.75,3839.5,120.0,21.5,2013.0,53.25,8051.25,9861.0,169.0,12108.25,1.0,212.69999999999996,144.0,10.0,4.0,102.75,6.0,13305.5,18435.3,34.05,5629.25
94,1265.3500000000001,88.0,6596.0,4484.150000000001,8075.75,1657.0,11540.0,4.95,2.0,17.25,1.0,2529.0,2020-06-14,11.5,7.75,7.5,3830.1,121.0,21.5,2001.5,50.75,8051.400000000001,9862.5,169.04999999999998,12126.3,1.0,223.25,144.0,11.0,4.0,102.75,6.0,13326.75,18496.6,33.19999999999999,5630.5
95,1251.15,88.0,6596.5,4484.2,8085.75,1647.0,11542.0,5.0,2.0,17.0,1.0,2518.75,2020-06-15,11.0,7.0,6.75,3819.25,121.0,20.5,1990.5,50.0,8052.45,9864.75,170.0,12143.55,0.9500000000000002,210.39999999999998,144.0,10.049999999999997,3.5,103.5,6.0,13346.5,18535.749999999996,32.14999999999999,5631.0
96,1242.6,88.94999999999999,6598.5,4484.25,8095.75,1652.5,11544.0,4.95,2.0,16.0,0.0,2504.25,2020-06-16,10.0,7.0,6.0,3807.4,122.0,20.0,1980.0,50.25,8054.5,9865.75,170.05,12161.8,0.9500000000000002,200.39999999999998,144.0,10.049999999999997,3.0,103.5,6.0,13367.5,18576.299999999996,31.049999999999997,5631.25
97,1234.05,88.94999999999999,6599.0,4484.3,8105.0,1651.25,11547.0,4.0,2.0,15.0,0.0,2495.25,2020-06-17,10.0,7.0,5.0,3793.85,122.0,18.5,1973.5,44.5,8055.75,9868.75,171.0,12174.3,0.9500000000000002,187.45,144.25,10.049999999999997,3.0,103.5,5.0,13384.5,18623.1,29.099999999999994,5631.75
98,1219.8,88.94999999999999,6599.5,4484.35,8111.25,1649.5,11549.5,3.95,2.0,15.0,0.0,2491.75,2020-06-18,10.0,6.0,4.0,3786.15,122.0,17.0,1958.5,39.5,8056.85,9870.0,171.10000000000002,12188.3,0.0,184.25,145.0,9.0,3.0,103.5,5.0,13402.5,18663.149999999998,29.0,5632.0
99,1216.0,88.94999999999999,6600.0,4484.35,8120.5,1652.25,11552.0,4.0,2.0,15.0,0.0,2481.25,2020-06-19,10.0,6.0,4.0,3778.35,122.0,16.0,1951.5,36.25,8059.0,9871.75,173.0,12201.699999999999,0.0,175.3,145.0,9.049999999999997,3.0,103.5,5.0,13416.75,18696.149999999998,30.049999999999997,5633.5
100,1207.45,88.94999999999999,6600.0,4484.5,8126.5,1643.75,11553.5,3.95,2.0,15.0,0.0,2473.25,2020-06-20,10.0,6.0,4.0,3771.25,122.0,14.5,1940.0,37.0,8061.950000000001,9875.5,173.0,12217.9,0.0,169.34999999999997,145.0,9.049999999999997,3.0,103.5,5.0,13431.5,18730.999999999996,31.0,5634.0
101,1198.8000000000002,88.94999999999999,6600.0,4484.5,8134.75,1640.5,11555.5,3.0,2.0,14.0,0.0,2462.75,2020-06-21,9.0,5.75,3.75,3764.35,122.0,15.5,1930.5,36.0,8063.05,9878.0,173.0,12230.0,0.0,159.5,145.25,9.049999999999997,3.0,103.75,5.0,13444.25,18762.05,29.099999999999994,5634.25
102,1191.15,88.94999999999999,6601.5,4484.5,8138.5,1618.5,11556.5,3.0,2.0,14.0,0.0,2457.75,2020-06-22,9.0,5.0,3.75,3760.15,122.0,14.5,1916.0,38.0,8063.1,9878.75,173.0,12238.65,0.0,146.1,145.25,8.0,3.0,103.75,4.0,13458.75,18794.6,27.099999999999994,5635.75
103,1189.2,89.0,6601.5,4484.55,8142.0,1604.75,11558.5,3.0,2.0,14.0,0.0,2450.0,2020-06-23,9.0,5.0,3.0,3755.0,122.0,12.5,1901.0,33.75,8065.099999999999,9879.75,173.09999999999997,12254.649999999998,0.0,144.25,146.0,8.0,3.0,103.75,4.0,13474.5,18834.999999999996,26.049999999999997,5635.75
104,1186.35,89.0,6602.0,4484.650000000001,8144.75,1591.5,11560.0,3.0,1.0,13.0,0.0,2444.75,2020-06-24,9.0,5.0,3.0,3750.1,122.0,11.5,1896.0,32.0,8066.049999999999,9880.75,173.09999999999997,12266.85,0.0,141.39999999999998,146.0,7.049999999999997,3.0,103.75,4.0,13485.5,18868.15,25.099999999999994,5635.75
105,1182.5,89.0,6603.0,4484.7,8146.75,1587.5,11561.0,3.0,1.0,12.25,0.0,2440.75,2020-06-25,8.0,5.0,3.0,3743.25,122.5,13.5,1886.5,34.25,8067.95,9881.5,173.14999999999998,12274.3,0.0,145.29999999999995,146.0,7.0,3.0,104.0,4.0,13495.75,18906.35,24.049999999999997,5635.75
106,1176.8,89.0,6603.5,4484.7,8148.75,1573.0,11562.5,3.0,1.0,12.0,0.0,2435.25,2020-06-26,8.0,4.0,2.75,3735.7,122.5,13.5,1877.0,30.25,8068.0,9885.0,173.14999999999998,12280.649999999998,0.0,149.34999999999997,146.0,7.0,3.0,104.0,4.0,13508.25,18941.35,22.14999999999999,5636.5
107,1172.95,89.0,6604.0,4484.7,8150.75,1568.25,11562.5,2.95,1.0,12.0,0.0,2429.25,2020-06-27,7.0,4.75,2.75,3727.35,122.5,12.0,1871.0,29.0,8069.0,9888.75,175.05,12292.699999999999,0.0,146.29999999999998,146.25,6.049999999999997,3.0,104.0,4.0,13515.25,18972.6,23.049999999999997,5636.5
108,1170.1000000000001,89.0,6605.5,4484.75,8153.5,1559.0,11564.5,2.0,1.0,11.0,0.0,2423.25,2020-06-28,7.0,4.0,2.75,3709.2999999999997,122.5,12.0,1867.5,27.0,8070.05,9889.75,176.0,12300.949999999999,0.0,143.45,146.25,7.0,3.0,104.0,4.0,13521.25,19002.8,22.099999999999994,5636.75
109,1168.2,89.0,6605.5,4484.75,8156.5,1549.25,11567.5,2.95,1.0,11.0,0.0,2421.25,2020-06-29,7.0,4.0,2.0,3692.0499999999997,123.0,11.5,1866.5,27.0,8071.0,9891.5,176.0,12311.149999999998,0.0,145.04999999999998,146.25,6.049999999999997,2.5,104.0,4.0,13531.75,19033.1,22.049999999999997,5636.75
110,1163.45,89.0,6606.0,4484.85,8158.5,1546.25,11569.5,2.95,1.0,11.0,0.0,2417.75,2020-06-30,7.0,4.0,1.0,3685.2999999999997,123.0,11.5,1864.0,27.5,8071.950000000001,9897.0,177.0,12320.599999999999,0.0,129.59999999999997,147.0,7.0,2.0,104.0,4.0,13537.0,19061.749999999996,21.049999999999997,5636.75
111,1162.45,89.0,6606.0,4484.85,8160.25,1544.0,11571.0,2.95,1.0,11.0,0.0,2413.75,2020-07-01,6.0,4.0,1.0,3682.2,123.0,10.5,1862.5,26.5,8072.05,9899.75,177.04999999999998,12331.599999999999,0.0,122.1,147.0,7.0,2.0,104.0,4.0,13541.5,19091.249999999996,20.099999999999994,5637.5
112,1160.5500000000002,89.0,6606.5,4484.900000000001,8161.0,1538.0,11573.5,2.95,1.0,10.0,0.0,2405.5,2020-07-02,6.0,4.0,1.75,3683.55,123.0,9.0,1861.0,26.0,8072.1,9905.0,178.05,12335.8,0.0,123.1,147.0,8.0,2.0,104.0,3.25,13546.75,19117.649999999998,21.049999999999997,5638.25
113,1159.5500000000002,89.0,6607.0,4484.900000000001,8161.5,1537.25,11575.0,2.0,1.0,10.0,0.0,2397.75,2020-07-03,6.0,4.0,1.0,3681.8999999999996,123.5,8.0,1860.5,24.0,8072.150000000001,9911.0,178.05,12344.849999999999,0.0,118.54999999999997,148.0,7.0,2.0,104.75,3.0,13553.0,19145.399999999998,22.049999999999997,5639.0
114,1159.5500000000002,89.0,6607.5,4484.900000000001,8161.75,1533.75,11576.5,2.0,1.0,9.25,0.0,2390.5,2020-07-04,6.0,4.0,2.0,3668.2,123.5,7.0,1860.5,23.25,8072.150000000001,9915.0,179.0,12350.3,0.0,111.14999999999999,148.0,7.049999999999997,2.0,104.75,3.0,13554.5,19179.249999999996,23.049999999999997,5639.0
115,1154.8000000000002,89.0,6607.5,4484.95,8162.5,1527.75,11578.5,2.0,1.0,9.0,0.0,2372.25,2020-07-05,6.0,4.75,1.0,3666.0499999999997,123.5,8.0,1860.0,21.25,8072.150000000001,9921.0,179.0,12356.449999999999,0.0,106.19999999999999,148.0,7.0,2.0,104.75,3.0,13560.5,19215.25,22.049999999999997,5639.0
116,1154.8000000000002,89.0,6608.0,4485.05,8163.5,1526.0,11579.5,2.0,1.0,9.25,0.0,2364.75,2020-07-06,6.0,4.0,1.0,3650.5,123.5,7.5,1859.5,20.0,8072.25,9923.0,179.0,12358.949999999999,0.0,106.1,148.0,7.0,2.0,104.75,3.0,13570.25,19235.8,21.049999999999997,5639.75
117,1153.85,89.0,6608.5,4485.05,8163.75,1524.75,11581.5,2.0,1.0,9.0,0.0,2350.0,2020-07-07,6.0,4.0,1.0,3631.35,123.5,7.0,1857.5,19.0,8073.2,9923.75,179.0,12363.399999999998,0.0,101.1,148.0,7.0,2.0,104.75,3.0,13577.0,19261.25,21.0,5640.5
118,1151.9499999999998,89.0,6608.5,4485.1,8164.25,1510.5,11582.0,2.0,1.0,9.0,0.0,2340.0,2020-07-08,6.0,4.0,0.75,3613.95,123.5,5.5,1857.0,18.25,8073.25,9924.5,179.0,12367.9,0.0,102.05,148.0,7.049999999999997,2.0,104.75,3.0,13581.5,19282.899999999998,20.049999999999997,5640.5
119,1147.1999999999998,89.0,6608.5,4485.150000000001,8164.75,1506.5,11582.5,2.0,1.0,8.25,0.0,2326.75,2020-07-09,6.0,4.0,0.0,3594.5499999999997,123.5,6.0,1856.0,19.0,8073.25,9925.25,179.0,12369.599999999999,0.0,104.14999999999999,148.0,7.0,2.0,104.75,3.0,13588.25,19310.85,19.099999999999994,5640.5
120,1147.1999999999998,89.0,6609.0,4485.150000000001,8165.5,1505.25,11583.5,2.0,1.0,9.0,0.0,2318.0,2020-07-10,6.0,4.0,0.0,3575.7,123.5,5.0,1855.0,18.25,8073.25,9927.75,179.0,12375.249999999998,0.0,92.59999999999997,148.0,6.049999999999997,2.0,104.75,3.0,13591.25,19335.2,19.049999999999997,5640.5
